X,Y,ExtractDate,Week,TotalweeklyVaccines,Male,Female,NA,Moderna,Pfizer,Janssen,AstraZeneca,Partial_Age0to9,Partial_Age10to19,Partial_Age20to29,Partial_Age30to39,Partial_Age40to49,Partial_Age50to59,Partial_Age60to69,Partial_Age70to79,Partial_Age80_,Partial_NA,ParCum_Age0to9,ParCum_Age10to19,ParCum_Age20to29,ParCum_Age30to39,ParCum_Age40to49,ParCum_Age50to59,ParCum_Age60to69,ParCum_Age70to79,ParCum_80_,ParCum_NA,ParPer_Age0to9,ParPer_Age10to19,ParPer_Age20to29,ParPer_Age30to39,ParPer_Age40to49,ParPer_Age50to59,ParPer_Age60to69,ParPer_Age70to79,ParPer_80_,ParPer_NA,Fully_Age0to9,Fully_Age10to19,Fully_Age20to29,Fully_Age30to39,Fully_Age40to49,Fully_Age50to59,Fully_Age60to69,Fully_Age70to79,Fully_Age80_,Fully_NA,FullyCum_Age0to9,FullyCum_Age10to19,FullyCum_Age20to29,FullyCum_Age30to39,FullyCum_Age40to49,FullyCum_Age50to59,FullyCum_Age60to69,FullyCum_Age70to79,FullyCum_80_,FullyCum_NA,FullyPer_Age0to9,FullyPer_Age10to19,FullyPer_Age20to29,FullyPer_Age30to39,FullyPer_Age40to49,FullyPer_Age50to59,FullyPer_Age60to69,FullyPer_Age70to79,FullyPer_80_,FullyPer_NA,ObjectId
-856336.314876336,7036491.65084485,1668988800000,2022-W26,1526,796,730,0,53,1465,4,1,266,136,72,50,21,15,5,5,0,0,121220,425408,548083,620947,702233,600088,503508,364398,208008,52,0.253040895266286,0.769654403809482,0.886267680222245,0.903068221647273,0.895522597429096,0.944702100394513,0.990913653136531,1,1,Inf,478,278,86,64,32,12,7,2,1,0,111969,416671,539993,613831,697051,597749,501232,363123,205728,39,0.233729879574911,0.753847295043114,0.873185892367124,0.89271913635458,0.88891425219343,0.94101987676594,0.986434440344403,1,1,Inf,79
-856336.314876336,7036491.65084485,1668988800000,2022-W27,1275,648,627,0,39,1225,0,2,218,133,68,48,34,4,12,6,3,0,121438,425541,548151,620995,702267,600092,503520,364404,208011,52,0.253495959737232,0.769895029363554,0.88637763838963,0.90313802997977,0.895565955927362,0.944708397484942,0.990937269372694,1,1,Inf,351,227,61,45,39,16,3,6,1,0,112320,416898,540054,613876,697090,597765,501235,363129,205729,39,0.234462575122168,0.754257986778259,0.873284531311397,0.892784581666296,0.888963986941441,0.941045065127658,0.986440344403444,1,1,Inf,80
-856336.314876336,7036491.65084485,1668988800000,2022-W28,1319,658,661,0,50,1259,1,1,248,116,54,39,28,20,21,23,13,0,121686,425657,548205,621034,702295,600112,503541,364427,208024,52,0.254013647759225,0.770104898267858,0.886464958110789,0.903194749249924,0.895601662925933,0.944739882937089,0.990978597785978,1,1,Inf,403,180,79,46,28,6,10,4,2,0,112723,417078,540133,613922,697118,597771,501245,363133,205731,39,0.235303818157907,0.754583645422868,0.873412276829389,0.892851481318272,0.888999693940012,0.941054510763302,0.986460024600246,1,1,Inf,81
-856336.314876336,7036491.65084485,1668988800000,2022-W29,1022,504,518,0,17,1000,0,0,185,113,59,46,22,11,12,12,5,0,121871,425770,548264,621080,702317,600123,503553,364439,208029,52,0.254399826324018,0.770309339528084,0.886560362991315,0.9032616489019,0.895629718424811,0.94475719993577,0.99100221402214,1,1,Inf,242,169,73,32,20,15,2,2,2,0,112965,417247,540206,613954,697138,597786,501247,363135,205733,39,0.235808981469691,0.754889402705861,0.873530320156141,0.892898020206604,0.889025198938992,0.941078124852412,0.986463960639606,1,1,Inf,82
-856336.314876336,7036491.65084485,1668988800000,2022-W30,1058,546,512,0,29,1019,1,0,161,100,47,47,22,11,15,13,5,0,122032,425870,548311,621127,702339,600134,503568,364452,208034,52,0.254735906047974,0.770490260997312,0.886636363489361,0.903330002894137,0.895657773923689,0.94477451693445,0.991031734317343,1,1,Inf,316,163,56,52,22,10,10,6,3,0,113281,417410,540262,614006,697160,597796,501257,363141,205736,39,0.236468616207393,0.755184304700702,0.873620873941046,0.892973645900142,0.88905325443787,0.941093867578485,0.986483640836408,1,1,Inf,83
-856336.314876336,7036491.65084485,1668988800000,2022-W31,897,478,419,0,19,876,0,0,176,68,56,36,19,8,12,8,2,0,122208,425938,548367,621163,702358,600142,503580,364460,208036,52,0.255103297547453,0.770613287596386,0.886726917274266,0.90338235914351,0.89568200367272,0.944787111115309,0.991055350553506,1,1,Inf,242,97,71,45,29,13,5,6,4,0,113523,417507,540333,614051,697189,597809,501262,363147,205740,39,0.236973779519176,0.755359798525852,0.873735683204052,0.893039091211858,0.889090236686391,0.941114333122381,0.986493480934809,1,1,Inf,84
-856336.314876336,7036491.65084485,1668988800000,2022-W32,855,429,426,0,36,817,0,0,148,66,43,31,19,5,22,18,7,0,122356,426004,548410,621194,702377,600147,503602,364478,208043,52,0.255412240399288,0.770732695766076,0.886796449644819,0.903427443691581,0.895706233421751,0.944794982478346,0.99109864698647,1,1,Inf,243,110,61,38,15,14,9,3,3,0,113766,417617,540394,614089,697204,597823,501271,363150,205743,39,0.237481030282662,0.755558812142002,0.873834322148324,0.893094356141752,0.889109365435625,0.941136372938884,0.986511193111931,1,1,Inf,85
-856336.314876336,7036491.65084485,1668988800000,2022-W33,696,377,319,0,13,677,0,0,139,74,49,38,17,18,10,6,0,0,122495,426078,548459,621232,702394,600165,503612,364484,208043,52,0.255702396185808,0.770866577653304,0.886875684206611,0.903482708621475,0.895727912670883,0.944823319385278,0.991118327183272,1,1,Inf,111,101,59,35,14,13,9,3,0,0,113877,417718,540453,614124,697218,597836,501280,363153,205743,39,0.237712737421538,0.755741542825921,0.873929727028849,0.893145258050864,0.889127218934911,0.941156838482779,0.986528905289053,1,1,Inf,86
-856336.314876336,7036491.65084485,1668988800000,2022-W34,839,432,407,0,22,807,0,0,141,85,61,57,16,22,16,6,2,0,122636,426163,548520,621289,702410,600187,503628,364490,208045,52,0.255996726875732,0.771020360902147,0.886974323150884,0.903565606016315,0.895748316670067,0.94485795338264,0.991149815498155,1,1,Inf,189,90,53,52,19,16,4,7,3,0,114066,417808,540506,614176,697237,597852,501284,363160,205746,39,0.238107265793138,0.755904372148225,0.874015429718135,0.893220883744403,0.889151448683942,0.941182026844496,0.986536777367774,1,1,Inf,87
-856336.314876336,7036491.65084485,1668988800000,2022-W35,565,279,286,0,16,548,0,0,93,55,34,43,16,11,10,13,3,0,122729,426218,548554,621332,702426,600198,503638,364503,208048,52,0.256190859883979,0.771119867710222,0.887029302234576,0.90362814264751,0.895768720669251,0.94487527038132,0.991169495694957,1,1,Inf,99,68,53,28,15,7,11,3,3,0,114165,417876,540559,614204,697252,597859,501295,363163,205749,39,0.238313923511595,0.7560273987473,0.874101132407421,0.893261605271693,0.889170577433177,0.941193046752748,0.986558425584256,1,1,Inf,88
-856336.314876336,7036491.65084485,1668988800000,2022-W36,752,385,367,0,23,719,2,1,137,50,56,38,17,22,20,14,2,0,122866,426268,548610,621370,702443,600220,503658,364517,208050,52,0.256476840767097,0.771210328444835,0.887119856019482,0.903683407577404,0.895790399918384,0.944909904378682,0.991208856088561,1,1,Inf,192,70,49,39,21,11,10,4,2,0,114357,417946,540608,614243,697273,597870,501305,363167,205751,39,0.238714714238299,0.756154043775759,0.874180366969213,0.893318324541846,0.889197357682106,0.941210363751429,0.986578105781058,1,1,Inf,89
-856336.314876336,7036491.65084485,1668988800000,2022-W37,660,322,337,1,25,633,0,0,91,44,57,27,22,30,14,5,1,0,122957,426312,548667,621397,702465,600250,503672,364522,208051,52,0.256666798871941,0.771289933891295,0.887212026836261,0.903722674764433,0.895818455417262,0.944957132556902,0.991236408364084,1,1,Inf,190,64,47,40,12,5,8,3,0,0,114547,418010,540655,614283,697285,597875,501313,363170,205751,39,0.239111330061601,0.756269833516064,0.874256367467259,0.893376498152261,0.889212660681494,0.941218235114465,0.986593849938499,1,1,Inf,90
-856336.314876336,7036491.65084485,1668988800000,2022-W38,586,299,287,0,35,545,0,0,66,41,53,33,25,32,13,8,5,0,123023,426353,548720,621430,702490,600282,503685,364530,208056,52,0.256804570684246,0.771364111693678,0.887297729525547,0.903770667993025,0.895850336665987,0.945007509280337,0.991261992619926,1,1,Inf,109,74,42,40,19,12,11,1,2,0,114656,418084,540697,614323,697304,597887,501324,363171,205753,39,0.239338862297074,0.756403715403292,0.874324282805938,0.893434671762675,0.889236890430524,0.941237126385753,0.986615498154982,1,1,Inf,91
-856336.314876336,7036491.65084485,1668988800000,2022-W39,590,289,301,0,22,561,2,1,86,41,30,32,15,14,16,18,8,0,123109,426394,548750,621462,702505,600296,503701,364548,208064,52,0.256984091530582,0.771438289496061,0.887346240481746,0.903817206881356,0.895869465415221,0.94502954909684,0.991293480934809,1,1,Inf,171,53,34,41,13,8,6,4,2,0,114827,418137,540731,614364,697317,597895,501330,363175,205755,39,0.239695816538045,0.756499603781982,0.874379261889631,0.893494299713349,0.889253468679861,0.941249720566612,0.986627306273063,1,1,Inf,92
-856336.314876336,7036491.65084485,1668988800000,2022-W40,640,304,336,0,11,620,0,1,105,38,25,32,18,39,38,50,27,0,123214,426432,548775,621494,702523,600335,503739,364598,208091,52,0.257203273959249,0.771507039654368,0.887386666278579,0.903863745769688,0.895892419914303,0.945090945728526,0.991368265682657,1,1,Inf,128,40,39,22,16,6,12,4,1,0,114955,418177,540770,614386,697333,597901,501342,363179,205756,39,0.239963010355848,0.756571972369673,0.87444232613269,0.893526295199077,0.889273872679045,0.941259166202256,0.986650922509225,1,1,Inf,93
-856336.314876336,7036491.65084485,1668988800000,2022-W41,746,381,364,1,67,673,0,0,104,31,28,45,19,38,60,113,58,0,123318,426463,548803,621539,702542,600373,503799,364711,208149,52,0.257420368936214,0.771563125309828,0.887431943171032,0.903929191081404,0.895916649663334,0.945150768087605,0.991486346863469,1,1,Inf,115,45,33,20,20,9,7,1,0,0,115070,418222,540803,614406,697353,597910,501349,363180,205756,39,0.24020306730153,0.756653387030825,0.87449568818451,0.893555382004285,0.889299377678025,0.941273334655722,0.986664698646986,1,1,Inf,94
-856336.314876336,7036491.65084485,1668988800000,2022-W42,859,412,447,0,40,815,2,0,72,35,39,46,38,73,125,182,70,0,123390,426498,548842,621585,702580,600446,503924,364893,208219,52,0.257570665458728,0.771626447824058,0.887495007414091,0.90399609073338,0.895965109161396,0.945265689987941,0.991732349323493,1,1,Inf,80,28,27,24,10,5,6,0,1,0,115150,418250,540830,614430,697363,597915,501355,363180,205757,39,0.240370063437657,0.756704045042209,0.874539348045089,0.893590286170533,0.889312130177515,0.941281206018759,0.986676506765068,1,1,Inf,95
-856336.314876336,7036491.65084485,1668988800000,2022-W43,714,347,367,0,47,666,0,0,125,39,35,27,32,56,81,74,30,0,123515,426537,548877,621612,702612,600502,504005,364967,208249,52,0.257831596921426,0.771697007197056,0.887551603529657,0.90403535792041,0.896005917159763,0.945353849253952,0.991891758917589,1,1,Inf,90,37,31,24,15,8,3,2,5,0,115240,418287,540861,614454,697378,597923,501358,363182,205762,39,0.2405579340908,0.756770985985823,0.874589476033162,0.893625190336782,0.88933125892675,0.941293800199618,0.986682410824108,1,1,Inf,96
-856336.314876336,7036491.65084485,1668988800000,2022-W44,581,283,298,0,37,543,0,0,48,46,34,25,42,78,79,64,22,1,123563,426583,548911,621637,702654,600580,504084,365031,208271,53,0.257931794603102,0.771780231072901,0.88760658261335,0.904071716426919,0.896059477657621,0.945476642517325,0.992047232472325,1,1,Inf,49,39,15,14,12,8,2,2,1,0,115289,418326,540876,614468,697390,597931,501360,363184,205763,39,0.240660219224178,0.756841545358822,0.874613731511262,0.893645551100427,0.889346561926137,0.941306394380476,0.986686346863469,1,1,Inf,97
-856336.314876336,7036491.65084485,1668988800000,2022-W45,710,343,367,0,24,676,0,0,80,40,35,41,30,62,70,66,32,0,123643,426623,548946,621678,702684,600642,504154,365097,208303,53,0.258098790739229,0.771852599660591,0.887663178728916,0.904131344377593,0.896097735156091,0.94557424741898,0.992184993849939,1,1,Inf,114,37,33,39,11,10,4,6,0,0,115403,418363,540909,614507,697401,597941,501364,363190,205763,39,0.240898188718159,0.756908486302436,0.874667093563081,0.89370227037058,0.889360589675576,0.94132213710655,0.986694218942189,1,1,Inf,98
-856336.314876336,7036491.65084485,1668988800000,2022-W46,509,241,268,0,23,484,2,0,66,24,34,27,17,39,64,50,21,0,123709,426647,548980,621705,702701,600681,504218,365147,208324,53,0.258236562551534,0.771896020813206,0.887718157812609,0.904170611564623,0.896119414405223,0.945635644050666,0.992310947109471,1,1,Inf,98,20,21,16,6,3,3,1,0,0,115501,418383,540930,614523,697407,597944,501367,363191,205763,39,0.241102758984914,0.756944670596281,0.874701051232421,0.893725539814746,0.88936824117527,0.941326859924372,0.98670012300123,1,1,Inf,99
