X,Y,VaccinationDate,VaccineText,Dose1,Dose2,SingleDose,Dose1Cum,Dose2Cum,SingleDoseCum,PartiallyVacc,FullyVacc,PartialPercent,FullyPercent,ObjectId
-856336.314876336,7036491.65084485,2021/12/25 00:00:00+00,Sat 25 Dec 2021,1,7,0,3686208,3632466,241001,3927209,3873467,81.8421058664142,80.7221353088317,390
-856336.314876336,7036491.65084485,2021/12/26 00:00:00+00,Sun 26 Dec 2021,12,13,0,3686220,3632479,241001,3927221,3873480,81.8423559435734,80.7224062257542,391
-856336.314876336,7036491.65084485,2021/12/27 00:00:00+00,Mon 27 Dec 2021,391,590,0,3686611,3633069,241001,3927612,3874070,81.8505042910115,80.7347016860827,392
-856336.314876336,7036491.65084485,2021/12/28 00:00:00+00,Tue 28 Dec 2021,468,750,0,3687079,3633819,241001,3928080,3874820,81.8602573002212,80.7503315085342,393
-856336.314876336,7036491.65084485,2021/12/29 00:00:00+00,Wed 29 Dec 2021,1058,1312,0,3688137,3635131,241001,3929138,3876132,81.8823057697594,80.7776732779426,394
-856336.314876336,7036491.65084485,2021/12/30 00:00:00+00,Thu 30 Dec 2021,1051,1199,1,3689188,3636330,241002,3930190,3877332,81.904229200718,80.802680993865,395
-856336.314876336,7036491.65084485,2021/12/31 00:00:00+00,Fri 31 Dec 2021,713,1682,0,3689901,3638012,241002,3930903,3879014,81.9190879519285,80.8377334756828,396
-856336.314876336,7036491.65084485,2022/01/01 00:00:00+00,Sat 01 Jan 2022,69,100,0,3689970,3638112,241002,3930972,3879114,81.920525895594,80.8398174520097,397
-856336.314876336,7036491.65084485,2022/01/02 00:00:00+00,Sun 02 Jan 2022,271,629,0,3690241,3638741,241002,3931243,3879743,81.9261734714398,80.8529256631056,398
-856336.314876336,7036491.65084485,2022/01/03 00:00:00+00,Mon 03 Jan 2022,3632,728,1,3693873,3639469,241003,3934876,3880472,82.0018843313947,80.8681178505285,399
-856336.314876336,7036491.65084485,2022/01/04 00:00:00+00,Tue 04 Jan 2022,1187,785,1,3695060,3640254,241004,3936064,3881258,82.0266419701579,80.8844979044576,400
-856336.314876336,7036491.65084485,2022/01/05 00:00:00+00,Wed 05 Jan 2022,2139,913,0,3697199,3641167,241004,3938203,3882171,82.0712182237895,80.9035246083219,401
-856336.314876336,7036491.65084485,2022/01/06 00:00:00+00,Thu 06 Jan 2022,2455,1697,1,3699654,3642864,241005,3940659,3883869,82.1224006823772,80.938910526352,402
-856336.314876336,7036491.65084485,2022/01/07 00:00:00+00,Fri 07 Jan 2022,4854,782,2,3704508,3643646,241007,3945515,3884653,82.2235985728096,80.9552489007546,403
-856336.314876336,7036491.65084485,2022/01/08 00:00:00+00,Sat 08 Jan 2022,9789,744,2,3714297,3644390,241009,3955306,3885399,82.4276406949728,80.970795364153,404
-856336.314876336,7036491.65084485,2022/01/09 00:00:00+00,Sun 09 Jan 2022,7116,667,0,3721413,3645057,241009,3962422,3886066,82.5759364503923,80.9846954862532,405
-856336.314876336,7036491.65084485,2022/01/10 00:00:00+00,Mon 10 Jan 2022,6663,509,1,3728076,3645566,241010,3969086,3886576,82.7148126328144,80.9953237655202,406
-856336.314876336,7036491.65084485,2022/01/11 00:00:00+00,Tue 11 Jan 2022,4780,1369,1,3732856,3646935,241011,3973867,3887946,82.8144475410017,81.0238742411982,407
-856336.314876336,7036491.65084485,2022/01/12 00:00:00+00,Wed 12 Jan 2022,7559,927,1,3740415,3647862,241012,3981427,3888874,82.9719961513125,81.0432135415114,408
-856336.314876336,7036491.65084485,2022/01/13 00:00:00+00,Thu 13 Jan 2022,7321,817,0,3747736,3648679,241012,3988748,3889691,83.1245640582021,81.0602396281019,409
-856336.314876336,7036491.65084485,2022/01/14 00:00:00+00,Fri 14 Jan 2022,10723,835,0,3758459,3649514,241012,3999471,3890526,83.3480288397316,81.0776408304312,410
-856336.314876336,7036491.65084485,2022/01/15 00:00:00+00,Sat 15 Jan 2022,8363,652,2,3766822,3650166,241014,4007836,3891180,83.5223534594736,81.0912700356089,411
-856336.314876336,7036491.65084485,2022/01/16 00:00:00+00,Sun 16 Jan 2022,6965,1217,1,3773787,3651383,241015,4014802,3892398,83.6675232504029,81.1166528672701,412
-856336.314876336,7036491.65084485,2022/01/17 00:00:00+00,Mon 17 Jan 2022,2562,562,0,3776349,3651945,241015,4017364,3892960,83.7209147238971,81.1283648142271,413
-856336.314876336,7036491.65084485,2022/01/18 00:00:00+00,Tue 18 Jan 2022,4056,452,3,3780405,3652397,241018,4021423,3893415,83.8055033230044,81.1378469065143,414
-856336.314876336,7036491.65084485,2022/01/19 00:00:00+00,Wed 19 Jan 2022,3486,622,0,3783891,3653019,241018,4024909,3894037,83.8781507377589,81.1508092392674,415
-856336.314876336,7036491.65084485,2022/01/20 00:00:00+00,Thu 20 Jan 2022,3699,938,0,3787590,3653957,241018,4028608,3894975,83.9552370220895,81.1703569372133,416
-856336.314876336,7036491.65084485,2022/01/21 00:00:00+00,Fri 21 Jan 2022,3252,977,0,3790842,3654934,241018,4031860,3895952,84.0230079322391,81.1907173859268,417
-856336.314876336,7036491.65084485,2022/01/22 00:00:00+00,Sat 22 Jan 2022,4272,645,0,3795114,3655579,241018,4036132,3896597,84.1120354009227,81.204159033235,418
-856336.314876336,7036491.65084485,2022/01/23 00:00:00+00,Sun 23 Jan 2022,3094,680,0,3798208,3656259,241018,4039226,3897277,84.1765136284758,81.2183300722577,419
-856336.314876336,7036491.65084485,2022/01/24 00:00:00+00,Mon 24 Jan 2022,646,468,0,3798854,3656727,241018,4039872,3897745,84.1899761155473,81.2280830814674,420
-856336.314876336,7036491.65084485,2022/01/25 00:00:00+00,Tue 25 Jan 2022,692,1836,0,3799546,3658563,241018,4040564,3899581,84.2043972317292,81.2663448868286,421
-856336.314876336,7036491.65084485,2022/01/26 00:00:00+00,Wed 26 Jan 2022,700,897,0,3800246,3659460,241018,4041264,3900478,84.2189850660173,81.2850381544806,422
-856336.314876336,7036491.65084485,2022/01/27 00:00:00+00,Thu 27 Jan 2022,1274,1179,0,3801520,3660639,241018,4042538,3901657,84.2455349244215,81.3096082353743,423
-856336.314876336,7036491.65084485,2022/01/28 00:00:00+00,Fri 28 Jan 2022,1028,3095,1,3802548,3663734,241019,4043567,3904753,84.2669790408249,81.374128142454,424
-856336.314876336,7036491.65084485,2022/01/29 00:00:00+00,Sat 29 Jan 2022,2328,3445,0,3804876,3667179,241019,4045895,3908198,84.3154940097142,81.4459211269144,425
-856336.314876336,7036491.65084485,2022/01/30 00:00:00+00,Sun 30 Jan 2022,1639,7536,0,3806515,3674715,241019,4047534,3915734,84.3496503817115,81.6029695829067,426
-856336.314876336,7036491.65084485,2022/01/31 00:00:00+00,Mon 31 Jan 2022,481,1395,0,3806996,3676110,241019,4048015,3917129,84.3596743078437,81.6320410526665,427
-856336.314876336,7036491.65084485,2022/02/01 00:00:00+00,Tue 01 Feb 2022,749,3418,1,3807745,3679528,241020,4048765,3920548,84.3753041302952,81.7032922032819,428
-856336.314876336,7036491.65084485,2022/02/02 00:00:00+00,Wed 02 Feb 2022,651,2996,0,3808396,3682524,241020,4049416,3923544,84.3888708161831,81.7657281340347,429
-856336.314876336,7036491.65084485,2022/02/03 00:00:00+00,Thu 03 Feb 2022,907,2436,1,3809303,3684960,241021,4050324,3925981,84.407793321231,81.8165146371203,430
-856336.314876336,7036491.65084485,2022/02/04 00:00:00+00,Fri 04 Feb 2022,1173,6523,0,3810476,3691483,241021,4051497,3932504,84.4322383635451,81.9524524129216,431
-856336.314876336,7036491.65084485,2022/02/20 00:00:00+00,Sun 20 Feb 2022,1365,3588,0,3826075,3741995,241024,4067099,3983019,84.7573803500622,83.0051730544362,432
-856336.314876336,7036491.65084485,2022/02/21 00:00:00+00,Mon 21 Feb 2022,254,995,1,3826329,3742990,241025,4067354,3984015,84.7626944896957,83.0259294586517,433
-856336.314876336,7036491.65084485,2022/02/22 00:00:00+00,Tue 22 Feb 2022,476,981,1,3826805,3743971,241026,4067831,3984997,84.7726350567748,83.0463941061815,434
-856336.314876336,7036491.65084485,2022/08/28 23:00:00+00,Mon 29 Aug 2022,13,12,0,3857248,3811414,241060,4098308,4052474,85.4077685219127,84.4525988122585,435
-856336.314876336,7036491.65084485,2022/02/23 00:00:00+00,Wed 23 Feb 2022,829,1273,1,3827634,3745244,241027,4068661,3986271,84.7899320602878,83.0729439645857,436
-856336.314876336,7036491.65084485,2022/02/24 00:00:00+00,Thu 24 Feb 2022,655,1233,0,3828289,3746477,241027,4069316,3987504,84.8035821052287,83.0986393926959,437
-856336.314876336,7036491.65084485,2021/01/07 00:00:00+00,Thu 07 Jan 2021,11738,9,0,27581,67,3,27584,70,0.574844030001757,0.00145878342880376,438
-856336.314876336,7036491.65084485,2022/08/29 23:00:00+00,Tue 30 Aug 2022,41,44,0,3857289,3811458,241060,4098349,4052518,85.4086229522067,84.4535157618424,439
-856336.314876336,7036491.65084485,2022/02/25 00:00:00+00,Fri 25 Feb 2022,692,1228,0,3828981,3747705,241027,4070008,3988732,84.8180032214106,83.1242306219898,440
-856336.314876336,7036491.65084485,2021/01/08 00:00:00+00,Fri 08 Jan 2021,12687,6,0,40268,73,3,40271,76,0.839238106590804,0.00158382200841551,441
-856336.314876336,7036491.65084485,2022/08/30 23:00:00+00,Wed 31 Aug 2022,28,30,0,3857317,3811488,241060,4098377,4052548,85.4092064655782,84.4541409547404,442
-856336.314876336,7036491.65084485,2022/02/26 00:00:00+00,Sat 26 Feb 2022,960,2092,0,3829941,3749797,241027,4070968,3990824,84.8380093941485,83.1678274067478,443
-856336.314876336,7036491.65084485,2021/01/09 00:00:00+00,Sat 09 Jan 2021,8077,7,0,48345,80,3,48348,83,1.00756087451149,0.00172970035129589,444
-856336.314876336,7036491.65084485,2022/08/31 23:00:00+00,Thu 01 Sep 2022,33,29,0,3857350,3811517,241060,4098410,4052577,85.4098941777661,84.4547453078752,445
-856336.314876336,7036491.65084485,2022/02/27 00:00:00+00,Sun 27 Feb 2022,671,1783,0,3830612,3751580,241027,4071639,3992607,84.8519928753017,83.2049847046557,446
-856336.314876336,7036491.65084485,2021/01/10 00:00:00+00,Sun 10 Jan 2021,4787,5,1,53132,85,4,53136,89,1.10734166104167,0.00185473893090764,447
-856336.314876336,7036491.65084485,2022/09/01 23:00:00+00,Fri 02 Sep 2022,47,51,0,3857397,3811568,241060,4098457,4052628,85.4108736466397,84.4558081358019,448
-856336.314876336,7036491.65084485,2022/02/28 00:00:00+00,Mon 28 Feb 2022,81,433,0,3830693,3752013,241027,4071720,3993040,84.8536808961265,83.2140083221511,449
-856336.314876336,7036491.65084485,2021/01/11 00:00:00+00,Mon 11 Jan 2021,8349,8,0,61481,93,4,61485,97,1.28133284457142,0.00202145703705664,450
-856336.314876336,7036491.65084485,2022/09/02 23:00:00+00,Sat 03 Sep 2022,73,101,0,3857470,3811669,241060,4098530,4052729,85.4123949493583,84.457912951892,451
-856336.314876336,7036491.65084485,2022/03/01 00:00:00+00,Tue 01 Mar 2022,132,936,0,3830825,3752949,241027,4071852,3993976,84.856431744878,83.2335143405705,452
-856336.314876336,7036491.65084485,2021/01/12 00:00:00+00,Tue 12 Jan 2021,8897,14,0,70378,107,4,70382,111,1.46674421837238,0.00231321372281739,453
-856336.314876336,7036491.65084485,2022/09/03 23:00:00+00,Sun 04 Sep 2022,58,82,0,3857528,3811751,241060,4098588,4052811,85.4136036556279,84.4596218124801,454
-856336.314876336,7036491.65084485,2022/03/02 00:00:00+00,Wed 02 Mar 2022,206,997,2,3831031,3753946,241029,4072060,3994975,84.8607664156378,83.2543332640759,455
-856336.314876336,7036491.65084485,2021/01/13 00:00:00+00,Wed 13 Jan 2021,9899,4,0,80277,111,4,80281,115,1.6730370349685,0.0023965727758919,456
-856336.314876336,7036491.65084485,2022/09/04 23:00:00+00,Mon 05 Sep 2022,9,5,0,3857537,3811756,241060,4098597,4052816,85.4137912134973,84.4597260112964,457
-856336.314876336,7036491.65084485,2022/03/03 00:00:00+00,Thu 03 Mar 2022,278,1277,0,3831309,3755223,241029,4072338,3996252,84.8665598698265,83.2809456417699,458
-856336.314876336,7036491.65084485,2021/01/14 00:00:00+00,Thu 14 Jan 2021,8096,6,0,88373,117,4,88377,121,1.84175575839129,0.00252161135550365,459
-856336.314876336,7036491.65084485,2021/01/15 00:00:00+00,Fri 15 Jan 2021,7703,4,0,96076,121,4,96080,125,2.00228445484951,0.00260497040857815,460
-856336.314876336,7036491.65084485,2021/01/16 00:00:00+00,Sat 16 Jan 2021,5245,2,0,101321,123,4,101325,127,2.11158901319345,0.0026466499351154,461
-856336.314876336,7036491.65084485,2021/01/17 00:00:00+00,Sun 17 Jan 2021,1115,5,0,102436,128,4,102440,132,2.13482534923796,0.00275084875145852,462
-856336.314876336,7036491.65084485,2021/01/18 00:00:00+00,Mon 18 Jan 2021,8727,9,1,111163,137,5,111168,142,2.31671480304652,0.00295924638414477,463
-856336.314876336,7036491.65084485,2021/01/19 00:00:00+00,Tue 19 Jan 2021,8395,21,0,119558,158,5,119563,163,2.49166461568663,0.0033968814127859,464
-856336.314876336,7036491.65084485,2021/01/20 00:00:00+00,Wed 20 Jan 2021,8453,965,0,128011,1123,5,128016,1128,2.66782313459632,0.0235072529670092,465
-856336.314876336,7036491.65084485,2021/01/21 00:00:00+00,Thu 21 Jan 2021,9011,966,0,137022,2089,5,137027,2094,2.8556102414099,0.0436384642845011,466
-856336.314876336,7036491.65084485,2021/01/22 00:00:00+00,Fri 22 Jan 2021,6790,970,0,143812,3059,5,143817,3064,2.99711223400387,0.0638530346550675,467
-856336.314876336,7036491.65084485,2021/01/23 00:00:00+00,Sat 23 Jan 2021,4204,461,0,148016,3520,5,148021,3525,3.08472259878517,0.0734601655219037,468
-856336.314876336,7036491.65084485,2021/01/24 00:00:00+00,Sun 24 Jan 2021,1189,399,0,149205,3919,5,149210,3924,3.10950107731156,0.0817752310660852,469
-856336.314876336,7036491.65084485,2021/01/25 00:00:00+00,Mon 25 Jan 2021,1372,1293,0,150577,5212,5,150582,5217,3.13809323251612,0.108721044972418,470
-856336.314876336,7036491.65084485,2021/01/26 00:00:00+00,Tue 26 Jan 2021,1012,3507,0,151589,8719,5,151594,8724,3.15918307294396,0.181806094755486,471
-856336.314876336,7036491.65084485,2021/01/27 00:00:00+00,Wed 27 Jan 2021,2189,6708,0,153778,15427,5,153783,15432,3.20480131473898,0.321599226761424,472
-856336.314876336,7036491.65084485,2021/01/28 00:00:00+00,Thu 28 Jan 2021,1026,11545,0,154804,26972,5,154809,26977,3.22618291185259,0.562194293697701,473
-856336.314876336,7036491.65084485,2021/01/29 00:00:00+00,Fri 29 Jan 2021,1591,11526,0,156395,38498,5,156400,38503,3.25933897521298,0.802393405131875,474
-856336.314876336,7036491.65084485,2021/01/30 00:00:00+00,Sat 30 Jan 2021,655,7793,0,157050,46291,5,157055,46296,3.27298902015393,0.964797680284271,475
-856336.314876336,7036491.65084485,2021/01/31 00:00:00+00,Sun 31 Jan 2021,238,4086,0,157288,50377,5,157293,50382,3.27794888381186,1.04994895299987,476
-856336.314876336,7036491.65084485,2021/02/01 00:00:00+00,Mon 01 Feb 2021,1042,8333,1,158330,58710,6,158336,58716,3.29968475690104,1.2236275400806,477
-856336.314876336,7036491.65084485,2021/02/02 00:00:00+00,Tue 02 Feb 2021,844,5111,0,159174,63821,6,159180,63827,3.31727351709976,1.33013957014654,478
-856336.314876336,7036491.65084485,2021/02/03 00:00:00+00,Wed 03 Feb 2021,1415,6870,0,160589,70691,6,160595,70697,3.34676178212486,1.47330874380199,479
-856336.314876336,7036491.65084485,2021/02/04 00:00:00+00,Thu 04 Feb 2021,1455,10541,1,162044,81232,7,162051,81239,3.37710447744398,1.69300152817984,480
-856336.314876336,7036491.65084485,2021/02/05 00:00:00+00,Fri 05 Feb 2021,3404,8616,0,165448,89848,7,165455,89855,3.44804303161038,1.87255692850231,481
-856336.314876336,7036491.65084485,2021/02/06 00:00:00+00,Sat 06 Feb 2021,914,3870,0,166362,93718,7,166369,93725,3.4670905752379,1.95320681235189,482
-856336.314876336,7036491.65084485,2021/02/07 00:00:00+00,Sun 07 Feb 2021,338,1301,2,166700,95019,9,166709,95028,3.47417609474923,1.98036102389091,483
-856336.314876336,7036491.65084485,2021/02/08 00:00:00+00,Mon 08 Feb 2021,1200,881,0,167900,95900,9,167909,95909,3.49918381067158,1.99872085533057,484
-856336.314876336,7036491.65084485,2021/02/09 00:00:00+00,Tue 09 Feb 2021,4276,553,3,172176,96453,12,172188,96465,3.58835715769803,2.01030776370793,485
-856336.314876336,7036491.65084485,2021/02/10 00:00:00+00,Wed 10 Feb 2021,8832,584,0,181008,97037,12,181020,97049,3.77241394688653,2.0224781854568,486
-856336.314876336,7036491.65084485,2021/02/11 00:00:00+00,Thu 11 Feb 2021,6199,449,0,187207,97486,12,187219,97498,3.90159963938874,2.03183523916442,487
-856336.314876336,7036491.65084485,2021/02/12 00:00:00+00,Fri 12 Feb 2021,4401,527,0,191608,98013,12,191620,98025,3.99331543753396,2.04281779440698,488
-856336.314876336,7036491.65084485,2021/02/13 00:00:00+00,Sat 13 Feb 2021,1222,1918,0,192830,99931,12,192842,99943,4.01878162824822,2.08278846035621,489
-856336.314876336,7036491.65084485,2021/02/14 00:00:00+00,Sun 14 Feb 2021,2705,27,0,195535,99958,12,195547,99970,4.07515318788985,2.08335113396446,490
-856336.314876336,7036491.65084485,2021/02/15 00:00:00+00,Mon 15 Feb 2021,1970,7894,0,197505,107852,12,197517,107864,4.11620752152904,2.24786022520699,491
-856336.314876336,7036491.65084485,2021/02/16 00:00:00+00,Tue 16 Feb 2021,5658,8167,0,203163,116019,12,203175,116031,4.23411890210292,2.41805857182185,492
-856336.314876336,7036491.65084485,2021/02/17 00:00:00+00,Wed 17 Feb 2021,9757,8467,0,212920,124486,12,212932,124498,4.4374524723149,2.5945088474173,493
-856336.314876336,7036491.65084485,2021/02/18 00:00:00+00,Thu 18 Feb 2021,8473,8358,1,221393,132844,13,221406,132857,4.61404862625323,2.76870842857973,494
-856336.314876336,7036491.65084485,2021/02/19 00:00:00+00,Fri 19 Feb 2021,9400,6589,2,230793,139433,15,230808,139448,4.80998408050484,2.90606330828324,495
-856336.314876336,7036491.65084485,2021/02/20 00:00:00+00,Sat 20 Feb 2021,5900,3576,2,236693,143009,17,236710,143026,4.93298036331626,2.98062798125838,496
-856336.314876336,7036491.65084485,2021/02/21 00:00:00+00,Sun 21 Feb 2021,1117,1025,6,237810,144034,23,237833,144057,4.95638341746693,3.00211377718834,497
-856336.314876336,7036491.65084485,2021/02/22 00:00:00+00,Mon 22 Feb 2021,3954,1128,2,241764,145162,25,241789,145187,5.03882552095761,3.02566270968188,498
-856336.314876336,7036491.65084485,2021/02/23 00:00:00+00,Tue 23 Feb 2021,13371,1075,1,255135,146237,26,255161,146263,5.31749483538567,3.04808629495892,499
-856336.314876336,7036491.65084485,2021/02/24 00:00:00+00,Wed 24 Feb 2021,16951,2109,5,272086,148346,31,272117,148377,5.67085386136848,3.0921415545088,500
-856336.314876336,7036491.65084485,2021/02/25 00:00:00+00,Thu 25 Feb 2021,18107,1763,3,290193,150109,34,290227,150143,6.04826197416328,3.12894457644119,501
-856336.314876336,7036491.65084485,2021/02/26 00:00:00+00,Fri 26 Feb 2021,16092,2776,1,306285,152885,35,306320,152920,6.38363628444526,3.18681659903816,502
-856336.314876336,7036491.65084485,2021/02/27 00:00:00+00,Sat 27 Feb 2021,9008,706,1,315293,153591,36,315329,153627,6.57138171173231,3.20155031166908,503
-856336.314876336,7036491.65084485,2021/02/28 00:00:00+00,Sun 28 Feb 2021,2452,60,2,317745,153651,38,317783,153689,6.62252249079351,3.20284237699173,504
-856336.314876336,7036491.65084485,2021/03/01 00:00:00+00,Mon 01 Mar 2021,5613,806,0,323358,154457,38,323396,154495,6.73949608202031,3.21963922618625,505
-856336.314876336,7036491.65084485,2021/03/02 00:00:00+00,Tue 02 Mar 2021,12201,1617,0,335559,156074,38,335597,156112,6.9937620336608,3.25333712339161,506
-856336.314876336,7036491.65084485,2021/03/03 00:00:00+00,Wed 03 Mar 2021,12919,1511,1,348478,157585,39,348517,157624,7.26301177509144,3.28484684545377,507
-856336.314876336,7036491.65084485,2021/03/04 00:00:00+00,Thu 04 Mar 2021,18735,1697,5,367213,159282,44,367257,159326,7.65354893874548,3.32031612253697,508
-856336.314876336,7036491.65084485,2021/03/05 00:00:00+00,Fri 05 Mar 2021,18467,2403,6,385680,161685,50,385730,161735,8.03852188560679,3.37051911225109,509
-856336.314876336,7036491.65084485,2021/03/06 00:00:00+00,Sat 06 Mar 2021,10414,150,5,396094,161835,55,396149,161890,8.25565137910259,3.37374927555773,510
-856336.314876336,7036491.65084485,2021/03/07 00:00:00+00,Sun 07 Mar 2021,1537,14,3,397631,161849,58,397689,161907,8.28774461453628,3.3741035515333,511
-856336.314876336,7036491.65084485,2021/03/08 00:00:00+00,Mon 08 Mar 2021,6683,1514,5,404314,163363,63,404377,163426,8.42712095127684,3.40575915193834,512
-856336.314876336,7036491.65084485,2021/03/09 00:00:00+00,Tue 09 Mar 2021,13853,3116,6,418167,166479,69,418236,166548,8.71593923041672,3.47082089286299,513
-856336.314876336,7036491.65084485,2021/03/10 00:00:00+00,Wed 10 Mar 2021,13754,3999,3,431921,170478,72,431993,170550,9.00263185370319,3.55422162546402,514
-856336.314876336,7036491.65084485,2021/03/11 00:00:00+00,Thu 11 Mar 2021,18503,2109,4,450424,172587,76,450500,172663,9.38831335251564,3.59825604525063,515
-856336.314876336,7036491.65084485,2021/03/12 00:00:00+00,Fri 12 Mar 2021,17349,1348,4,467773,173935,80,467853,174015,9.74994576451609,3.62643140518981,516
-856336.314876336,7036491.65084485,2021/03/13 00:00:00+00,Sat 13 Mar 2021,8334,180,0,476107,174115,80,476187,174195,9.92362435159682,3.63018256257816,517
-856336.314876336,7036491.65084485,2021/03/14 00:00:00+00,Sun 14 Mar 2021,394,23,2,476501,174138,82,476583,174220,9.93187689785119,3.63070355665988,518
-856336.314876336,7036491.65084485,2021/03/15 00:00:00+00,Mon 15 Mar 2021,2674,1003,0,479175,175141,82,479257,175223,9.9876024248315,3.65160583921831,519
-856336.314876336,7036491.65084485,2021/03/16 00:00:00+00,Tue 16 Mar 2021,8970,3830,2,488145,178971,84,488229,179055,10.1745767808776,3.73146381206368,520
-856336.314876336,7036491.65084485,2021/03/17 00:00:00+00,Wed 17 Mar 2021,4897,2426,7,493042,181397,91,493133,181488,10.2767749799469,3.78216695609625,521
-856336.314876336,7036491.65084485,2021/03/18 00:00:00+00,Thu 18 Mar 2021,11745,4690,7,504787,186087,98,504885,186185,10.5216838778798,3.88005132416898,522
-856336.314876336,7036491.65084485,2021/03/19 00:00:00+00,Fri 19 Mar 2021,10392,6142,2,515179,192229,100,515279,192329,10.7382923772939,4.00809082969141,523
-856336.314876336,7036491.65084485,2021/03/20 00:00:00+00,Sat 20 Mar 2021,5259,3126,4,520438,195355,104,520542,195459,10.8479720513767,4.07331928872221,524
-856336.314876336,7036491.65084485,2021/03/21 00:00:00+00,Sun 21 Mar 2021,3654,59,3,524092,195414,107,524199,195521,10.92418306565,4.07461135404486,525
-856336.314876336,7036491.65084485,2021/03/22 00:00:00+00,Mon 22 Mar 2021,7429,2417,1,531521,197831,108,531629,197939,11.0790225067359,4.1250019016284,526
-856336.314876336,7036491.65084485,2021/03/23 00:00:00+00,Tue 23 Mar 2021,12579,7407,4,544100,205238,112,544212,205350,11.341249247945,4.27944538721218,527
-856336.314876336,7036491.65084485,2021/03/24 00:00:00+00,Wed 24 Mar 2021,13644,9785,2,557744,215023,114,557858,215137,11.6256286575087,4.48340415032221,528
-856336.314876336,7036491.65084485,2021/03/25 00:00:00+00,Thu 25 Mar 2021,20889,10230,3,578633,225253,117,578750,225370,12.0610129917168,4.69665744785006,529
-856336.314876336,7036491.65084485,2021/03/26 00:00:00+00,Fri 26 Mar 2021,19712,9507,1,598345,234760,118,598463,234878,12.4718272450312,4.89480191700814,530
-856336.314876336,7036491.65084485,2021/03/27 00:00:00+00,Sat 27 Mar 2021,11767,5362,3,610112,240122,121,610233,240243,12.7171112587029,5.00660724694432,531
-856336.314876336,7036491.65084485,2021/03/28 00:00:00+00,Sun 28 Mar 2021,2499,489,0,612611,240611,121,612732,240732,12.7691898271112,5.01679789118268,532
-856336.314876336,7036491.65084485,2021/03/28 23:00:00+00,Mon 29 Mar 2021,9289,3129,3,621900,243740,124,622024,243864,12.9628329074033,5.08206802974001,533
-856336.314876336,7036491.65084485,2021/03/29 23:00:00+00,Tue 30 Mar 2021,13348,8678,4,635248,252418,128,635376,252546,13.241085426566,5.26299885443821,534
-856336.314876336,7036491.65084485,2021/03/30 23:00:00+00,Wed 31 Mar 2021,15846,10508,4,651094,262926,132,651226,263058,13.5713956743737,5.482066445918,535
-856336.314876336,7036491.65084485,2021/03/31 23:00:00+00,Thu 01 Apr 2021,19720,11587,9,670814,274513,141,670955,274654,13.9825433639004,5.72372434078098,536
-856336.314876336,7036491.65084485,2021/04/01 23:00:00+00,Fri 02 Apr 2021,20161,13727,9,690975,288240,150,691125,288390,14.4028813890286,6.00997932903881,537
-856336.314876336,7036491.65084485,2021/04/02 23:00:00+00,Sat 03 Apr 2021,7556,4640,7,698531,292880,157,698688,293037,14.5604925186292,6.10682170894812,538
-856336.314876336,7036491.65084485,2021/04/03 23:00:00+00,Sun 04 Apr 2021,3046,172,3,701577,293052,160,701737,293212,14.6240329568352,6.11046866752012,539
-856336.314876336,7036491.65084485,2021/04/04 23:00:00+00,Mon 05 Apr 2021,3449,614,6,705026,293666,166,705192,293832,14.6960343389283,6.12338932074667,540
-856336.314876336,7036491.65084485,2021/04/05 23:00:00+00,Tue 06 Apr 2021,12010,8160,12,717036,301826,178,717214,302004,14.9465699729437,6.29369186617788,541
-856336.314876336,7036491.65084485,2021/04/06 23:00:00+00,Wed 07 Apr 2021,18379,10493,12,735415,312319,190,735605,312509,15.329834059217,6.51261357931478,542
-856336.314876336,7036491.65084485,2022/09/05 23:00:00+00,Tue 06 Sep 2022,42,22,0,3857579,3811778,241060,4098639,4052838,85.4146664835546,84.4601844860883,543
-856336.314876336,7036491.65084485,2022/09/06 23:00:00+00,Wed 07 Sep 2022,49,42,0,3857628,3811820,241060,4098688,4052880,85.4156876319548,84.4610597561456,544
-856336.314876336,7036491.65084485,2022/03/04 00:00:00+00,Fri 04 Mar 2022,735,1508,1,3832044,3756731,241030,4073074,3997761,84.8818979355922,83.3123928445422,545
-856336.314876336,7036491.65084485,2022/09/07 23:00:00+00,Thu 08 Sep 2022,39,49,2,3857667,3811869,241062,4098729,4052931,85.4165420622488,84.4621225840723,546
-856336.314876336,7036491.65084485,2022/09/08 23:00:00+00,Fri 09 Sep 2022,63,61,0,3857730,3811930,241062,4098792,4052992,85.4178549673347,84.4633938096317,547
-856336.314876336,7036491.65084485,2022/03/05 00:00:00+00,Sat 05 Mar 2022,962,3341,0,3833006,3760072,241030,4074036,4001102,84.9019457878566,83.3820184936227,548
-856336.314876336,7036491.65084485,2022/09/09 23:00:00+00,Sat 10 Sep 2022,94,135,0,3857824,3812065,241062,4098886,4053127,85.419813905082,84.4662071776729,549
-856336.314876336,7036491.65084485,2022/03/06 00:00:00+00,Sun 06 Mar 2022,455,1915,0,3833461,3761987,241030,4074491,4003017,84.9114278801438,83.4219266402821,550
-856336.314876336,7036491.65084485,2022/09/10 23:00:00+00,Sun 11 Sep 2022,58,58,0,3857882,3812123,241062,4098944,4053185,85.4210226113515,84.4674158839425,551
-856336.314876336,7036491.65084485,2022/03/07 00:00:00+00,Mon 07 Mar 2022,115,124,1,3833576,3762111,241031,4074607,4003142,84.913845292683,83.4245316106907,552
